,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
57,57,57,111,30381183,KNARREVIK,Tables & desks,39.0,No old price,True,https://www.ikea.com/sa/en/p/knarrevik-bedside-table-black-30381183/,No,"        Bedside table,          37x28 cm",IKEA of Sweden,28.0,45.0,37.0,Black,
58,58,58,112,59297141,JONAXEL,Chests of drawers & drawer units,135.0,SR 138,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,"        Frame with mesh baskets,          25x51x70 cm",IKEA of Sweden,51.0,70.0,25.0,White,
59,59,59,113,10364523,KALLVIKEN,Bookcases & shelving units,170.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,No,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,Dark grey concrete effect,
60,60,60,116,441758,KLEPPSTAD,Wardrobes,449.0,No old price,True,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,No,"        Wardrobe with 3 doors,          117x176 cm",IKEA of Sweden,55.0,176.0,117.0,White,
61,61,61,120,20292328,TOSTERÖ,Outdoor furniture,103.0,No old price,True,https://www.ikea.com/sa/en/p/tosteroe-storage-bag-for-cushions-black-20292328/,No,"        Storage bag for cushions,          116x49 cm",IKEA of Sweden,,35.0,49.0,Black,
62,62,62,121,90175000,JUSTINA,Chairs,19.0,No old price,True,https://www.ikea.com/sa/en/p/justina-chair-pad-natural-90175000/,No,"        Chair pad,          35/42x40x4.0 cm",IKEA of Sweden,40.0,,,Natural,
63,63,63,125,49123405,TROFAST,Children's furniture,350.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s49123405/,No,"        Storage combination,          99x44x56 cm",Studio Copenhagen,44.0,56.0,99.0,White/white,
64,64,64,126,60155602,DALFRED,Bar furniture,195.0,No old price,True,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,No,"        Bar stool,          63-74 cm",Sarah Fager,50.0,,50.0,Black,
65,65,65,128,60322130,KULLEN,Chests of drawers & drawer units,89.0,No old price,True,https://www.ikea.com/sa/en/p/kullen-chest-of-2-drawers-black-brown-60322130/,No,"        Chest of 2 drawers,          35x49 cm",IKEA of Sweden,40.0,49.0,35.0,Black-brown,
66,66,66,130,10400540,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52.0,114.0,43.0,Dark brown/orrsta light grey,
67,67,67,131,30247378,BESTÅ,TV & media furniture,125.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,"        Frame,          60x40x38 cm",IKEA of Sweden,40.0,38.0,60.0,Grey stained walnut effect,
68,68,68,133,60416925,KYRRE,Chairs,60.0,SR 75,True,https://www.ikea.com/sa/en/p/kyrre-stool-birch-60416925/,No,        Stool,C Styrbjörn/M Axelsson,48.0,45.0,42.0,Birch,
69,69,69,134,80295300,BESTÅ,TV & media furniture,100.0,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-black-80295300/,Yes,"        Top panel for TV,          120x40 cm",IKEA of Sweden,40.0,,120.0,Glass black,
70,70,70,135,80089239,TROFAST,Nursery furniture,10.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-storage-box-white-80089239/,No,"        Storage box,          42x30x10 cm",Studio Copenhagen,,10.0,30.0,White,
71,71,71,136,19175957,MALM,Beds,920.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,"        Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59.0,15.0,196.0,High,
72,72,72,137,50422494,GODISHUS,Nursery furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/godishus-wardrobe-white-50422494/,No,"        Wardrobe,          60x51x178 cm","504.224.94 You can position the shelf and clothes rail in two different ways – clothes rail at the top and shelf down below, or both together at the top of the wardrobe.Deep enough to hold standard-sized adult hangers.With the included colourful stickers, you can quickly label the doors in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",51.0,178.0,60.0,White,
73,73,73,142,10457999,BERGENES,Tables & desks,9.0,No old price,True,https://www.ikea.com/sa/en/p/bergenes-holder-for-mobile-phone-tablet-bamboo-10457999/,No,        Holder for mobile phone/tablet,IKEA of Sweden,,,8.0,Bamboo,
74,74,74,143,60289324,STOCKSUND,Sofas & armchairs,100.0,No old price,True,https://www.ikea.com/sa/en/p/stocksund-legs-for-bench-light-brown-60289324/,No,        Legs for bench,Nike Karlsson,,18.0,,Light brown,
75,75,75,144,89221319,EKEDALEN / TOBIAS,Tables & desks,3065.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-tobias-table-and-6-chairs-dark-brown-blue-s89221319/,No,"        Table and 6 chairs,          180/240 cm",Carl Öjerstam/Ehlén Johansson,,,,Dark brown/blue,
76,76,76,146,40299885,BESTÅ,Bookcases & shelving units,475.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,Yes,"        TV bench,          120x40x64 cm","402.998.85 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.The TV bench must be fixed to the wall with the included wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 1 BESTÅ supporting leg.May be completed with SULARP legs. This TV bench requires 2 legs and 1 BESTÅ supporting leg.",40.0,64.0,120.0,Black-brown,
77,77,77,147,9302913,PLATSA,Beds,1611.0,"SR 1,715",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,No,"        Bed frame with 4 drawers,          142x244x43 cm",IKEA of Sweden,40.0,42.0,141.0,White/fonnes,
78,78,78,149,59270274,LANDSKRONA,Sofas & armchairs,1995.0,No old price,True,https://www.ikea.com/sa/en/p/landskrona-2-seat-sofa-gunnared-dark-grey-metal-s59270274/,Yes,        2-seat sofa,IKEA of Sweden/Tord Björklund,89.0,78.0,164.0,Gunnared dark grey/metal,
79,79,79,152,99234255,HEMNES,Cabinets & cupboards,2666.0,"SR 2,985",True,https://www.ikea.com/sa/en/p/hemnes-storage-combination-w-doors-drawers-white-stained-clear-glass-s99234255/,Yes,"        Storage combination w doors/drawers,          188x197 cm",Carina Bengs,37.0,197.0,188.0,White stain/clear glass,
80,80,80,153,10407136,IKEA PS LÖMSK,Chairs,345.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-loemsk-swivel-armchair-white-red-10407136/,No,        Swivel armchair,Monika Mulder,62.0,75.0,59.0,White/red,
81,81,81,155,99017445,KALLAX,Bookcases & shelving units,350.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-black-brown-s99017445/,Yes,"        Shelving unit with doors,          77x147 cm",Tord Björklund,39.0,147.0,77.0,Black-brown,
82,82,82,156,49221321,EKEDALEN / ODGER,Chairs,2765.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-odger-table-and-6-chairs-dark-brown-white-beige-s49221321/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson/J Löfgren/J Pettersson,,,,Dark brown/white beige,
83,83,83,157,40363621,HÄLLAN,Cabinets & cupboards,325.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-40363621/,No,"        Cabinet,          45x75 cm",Jon Karlsson,47.0,75.0,45.0,White,
84,84,84,160,228705,BRIMNES,Beds,1095.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,No,"        Day-bed frame with 2 drawers,          80x200 cm",K Hagberg/M Hagberg,53.0,21.0,86.0,White,
85,85,85,162,89248371,IVAR,Bookcases & shelving units,1045.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s89248371/,No,"        3 sections/shelves,          219x30x226 cm",IKEA of Sweden,30.0,226.0,219.0,Pine,
86,86,86,164,60365167,MAMMUT,Outdoor furniture,129.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-red-60365167/,No,"        Children's table,          77x55 cm",M Kjelstrup/A Östgaard,,48.0,55.0,In/outdoor red,
87,87,87,167,29285776,GALANT,Cabinets & cupboards,5290.0,No old price,True,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-stained-oak-veneer-s29285776/,Yes,"        Storage combination w sliding doors,          320x120 cm",K Malmvall/E Lilja Löwenhielm,45.0,120.0,320.0,White stained oak veneer,
88,88,88,168,80251513,GÅRÖ,Outdoor furniture,339.0,No old price,True,https://www.ikea.com/sa/en/p/garoe-hammock-stand-outdoor-grey-80251513/,No,"        Hammock stand, outdoor",IKEA of Sweden,,129.0,119.0,Outdoor,
89,89,89,170,20013073,NORNA,Chairs,29.0,No old price,True,https://www.ikea.com/sa/en/p/norna-chair-pad-laila-natural-20013073/,No,        Chair pad,200.130.73 The cushion can be turned over and therefore has two sides for even wear.Suitable for AGEN chair.,41.0,,42.0,Laila natural,
90,90,90,171,60441779,ÖRFJÄLL,Chairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/oerfjaell-childrens-desk-chair-white-vissle-blue-green-60441779/,No,        Children's desk chair,S Holmbäck/U Nordentoft,53.0,,53.0,White/vissle blue/green,
91,91,91,172,91415,TROFAST,Nursery furniture,5.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-lid-white-00091415/,No,"        Lid,          20x28 cm",Studio Copenhagen,,,28.0,White,
92,92,92,173,60416138,LANEBERG,Tables & desks,695.0,No old price,True,https://www.ikea.com/sa/en/p/laneberg-extendable-table-white-60416138/,No,"        Extendable table,          130/190x80 cm",K Hagberg/M Hagberg,,75.0,80.0,White,
93,93,93,176,338407,BAGGANÄS,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-00338407/,Yes,"        Handle,          143 mm",H Preutz/A Fredriksson,31.0,,9.0,Brass-colour,
94,94,94,177,19276621,NORDLI,Chests of drawers & drawer units,1640.0,"SR 2,050",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s19276621/,Yes,"        Chest of 8 drawers,          160x99 cm",Ola Wihlborg,47.0,99.0,160.0,White,
95,95,95,178,20347514,ENERYDA,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-handle-brass-colour-20347514/,Yes,"        Handle,          112 mm",Francis Cayouette,30.0,,17.0,Brass-colour,
96,96,96,179,10291678,LAPPVIKEN,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/lappviken-drawer-front-white-10291678/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,White,
97,97,97,182,49278341,BRIMNES,Beds,895.0,SR 925,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54.0,110.0,96.0,White/luröy,
98,98,98,184,70348785,SKÄRHAMN,Bookcases & shelving units,29.0,No old price,True,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-70348785/,Yes,"        Knob,          22 mm",Ebba Strandmark,24.0,,,Black/chrome-plated,
99,99,99,185,70239710,STOCKHOLM,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/stockholm-coffee-table-walnut-veneer-70239710/,No,"        Coffee table,          180x59 cm",Ola Wihlborg,,40.0,59.0,Walnut veneer,
100,100,100,186,60357737,UTTER,Outdoor furniture,45.0,No old price,True,https://www.ikea.com/sa/en/p/utter-childrens-table-in-outdoor-white-60357737/,No,        Children's table,K Hagberg/M Hagberg,,43.0,42.0,In/outdoor/white,
101,101,101,187,10423886,NORDEN,Tables & desks,899.0,No old price,True,https://www.ikea.com/sa/en/p/norden-gateleg-table-white-10423886/,No,"        Gateleg table,          26/89/152x80 cm","104.238.86 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.Combines with other furniture in the NORDEN series.",,74.0,80.0,White,
102,102,102,189,246196,MARIUS,Chairs,25.0,No old price,True,https://www.ikea.com/sa/en/p/marius-stool-red-00246196/,No,        Stool,Ola Wihlborg,,,40.0,Red,
103,103,103,190,99239502,NORDLI,Chests of drawers & drawer units,1060.0,"SR 1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s99239502/,No,"        Chest of 7 drawers,          80x122 cm",Ola Wihlborg,47.0,122.0,80.0,White,
104,104,104,191,30094592,POÄNG,Sofas & armchairs,250.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-footstool-cushion-glose-robust-dark-brown-30094592/,Yes,        Footstool cushion,Noboru Nakamura,,7.0,60.0,Glose dark brown,
105,105,105,192,50058376,AGEN,Chairs,245.0,No old price,True,https://www.ikea.com/sa/en/p/agen-chair-rattan-bamboo-50058376/,No,        Chair,500.583.76 Rattan is a natural material which ages beautifully and develops its own unique character over time.Handwoven; each piece of furniture is unique.Stackable chair; saves space when not in use.Plastic feet; protect the furniture if in contact with a moist surface.May be completed with NORNA chair pad for enhanced seating comfort.,56.0,79.0,58.0,Rattan/bamboo,
106,106,106,196,40291629,SELSVIKEN,TV & media furniture,60.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-black-40291629/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0,High-gloss black,
107,107,107,197,29278219,BRIMNES,TV & media furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-white-s29278219/,Yes,"        TV storage combination,          336x41x95 cm",K Hagberg/M Hagberg,41.0,95.0,336.0,White,
108,108,108,198,29932181,LINNMON / ADILS,Tables & desks,119.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-adils-table-white-s29932181/,Yes,"        Table,          100x60 cm",IKEA of Sweden,,74.0,60.0,White,
109,109,109,200,90323393,FIXA,TV & media furniture,5.6,SR 7,True,https://www.ikea.com/sa/en/p/fixa-drill-template-orange-90323393/,No,        Drill template,903.233.93 Drill template for marking the hole location of knobs or handles makes it easier for you to place them correctly.The strip on the drill template is put against the edge of the door or drawer front; helps you to place the handle perfectly straight vertically or horizontally.,,,64.0,Orange,
110,110,110,201,80341496,NYHAMN,Sofas & armchairs,600.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/,No,"        Pocket sprung mattress,          140x200 cm",IKEA of Sweden/L Hilland,,,140.0,Firm,
111,111,111,202,40369109,NORDVIKEN,Chairs,225.0,No old price,True,https://www.ikea.com/sa/en/p/nordviken-chair-black-40369109/,Yes,        Chair,Francis Cayouette,56.0,97.0,44.0,Black,
112,112,112,207,60295532,BESTÅ,Cabinets & cupboards,30.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-60295532/,No,"        Glass shelf,          56x36 cm",IKEA of Sweden,36.0,,56.0,Glass,
113,113,113,210,79296857,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,,White/orrsta light grey,
114,114,114,211,30160209,LURÖY,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,Yes,"        Slatted bed base,          80x200 cm",IKEA of Sweden,,4.0,80.0,,
115,115,115,217,80247371,BESTÅ,TV & media furniture,225.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-80247371/,Yes,"        Frame,          60x40x192 cm",IKEA of Sweden,40.0,192.0,60.0,Grey stained walnut effect,
116,116,116,218,39325022,PAX / GRIMO/VIKEDAL,Wardrobes,3935.0,No old price,True,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-wardrobe-combination-white-mirror-glass-s39325022/,Yes,"        Wardrobe combination,          200x60x236 cm",Ola Wihlborg/Ehlén Johansson/IKEA of Sweden,60.0,236.0,200.0,White/mirror glass,
117,117,117,219,30342479,HACKÅS,Bookcases & shelving units,32.0,No old price,True,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-30342479/,No,"        Handle,          100 mm",J Löfgren/J Pettersson,18.0,,24.0,Anthracite,
118,118,118,220,19161489,MELLTORP / NISSE,Tables & desks,297.0,SR 383,True,https://www.ikea.com/sa/en/p/melltorp-nisse-table-and-2-folding-chairs-white-white-s19161489/,No,"        Table and 2 folding chairs,          75 cm",Lisa Norinder,,72.0,75.0,White/white,
119,119,119,222,89307643,EKET,Cabinets & cupboards,114.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0,White,
120,120,120,226,40455654,BINGSTA,Chairs,695.0,No old price,True,https://www.ikea.com/sa/en/p/bingsta-high-back-armchair-vissle-dark-yellow-kabusa-dark-yellow-40455654/,Yes,        High-back armchair,Elizabet Gutierrez,58.0,101.0,70.0,Vissle dark yellow/kabusa dark yellow,
121,121,121,228,20439472,NORDKISA,Tables & desks,476.0,SR 595,True,https://www.ikea.com/sa/en/p/nordkisa-dressing-table-bamboo-20439472/,No,"        Dressing table,          76x47 cm",L Hilland/J Karlsson,47.0,79.0,76.0,Bamboo,
122,122,122,229,49022519,BEKANT,Tables & desks,2645.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-desk-sit-stand-white-s49022519/,Yes,"        Desk sit/stand,          120x80 cm",K Malmvall/E Lilja Löwenhielm,,,80.0,,
123,123,123,230,50357002,KALLRÖR,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,No,"        Handle,          213 mm",IKEA of Sweden,38.0,,,Stainless steel,
